ดวงตา;duːaŋ taː;ភ្នែក
มิติ;míʔ tìʔ;វិមាត្រ​, ការ​វាស់​វែង
จม;tɕom;លិច​, submerge
หม้อ;mɔ̂ː;សក្តា​នុ​ពល
นักวิชาการ;nák wíʔ tɕʰaː kaːn;ការ​សិក្សា​, អ្នក​ជំនាញ​ខាង​ប​ច្ចេ​ក​ទេស
อภิปราย;ʔà pʰíʔ praːj;ពិភាក្សា​, ពិភាក្សា​គ្នា​, បូកសរុប
พรรคพวก;pʰák pʰûːak;បក្ខពួក​និយម
เหรียญ;rǐːan;កាក់​ឈ្នះ​មេ​ដា​យ​,
ท่าเรือ;tʰâː rɯːa;កំពង់ផែ
ขยัน;kʰà jǎn;ឧស្សាហ៍​ព្យាយាម
เลยทีเดียว;lɤːj tʰiː diːaw;ណាស់​, យ៉ាង​ខ្លាំង
ทุ่ม;tʰûm;បោះ​ចុះ​, ម៉ោង​ពេល​ល្ងាច
ครบถ้วน;kʰróp tʰûːan;ទាំង​ស្រុង​, ទាំងអស់​, តែ​ទាំង​ស្រុង
ลำพัง;lam pʰaŋ;តែ​ម្នាក់​ឯង​ឡើយ ដោយ​ខ្លួនឯង
ต่อหน้า;tɔ̀ː nâː;នៅ​ចំពោះ​មុខ​, មុន​, មុខ​របស់​នរណា​ម្នាក់
แผล;pʰlɛ̌ː;របួស​នឹង​កាត់
ดง;doŋ;ព្រៃ​, ព្រៃ​ឈើ
จัดสรร;tɕàt sǎn;បម្រុង​ទុក​, ចេក
เยือน;jɯːan;ទស្សនា​, យក​ដំណើរ​ទស្សនកិច្ច​មួយ
ศตวรรษ;sà tà wát;សតវត្ស​ទី
ประเสริฐ;pràʔ sɤ̀ːt;ល្អ​វិសេស​! ល្អ
คัดค้าน;kʰát kʰáːn;ប្រឆាំង​នឹង​ការ​, វត្ថុ
เอาชนะ;ʔaw tɕʰá náʔ;ការ​ទទួល​ជ័យជម្នះ ជ័យជំនះ
ปรัชญา;pràt jaː;ទស្សនវិជ្ជា
ศาสตราจารย์;sàːt sàʔ traː tɕaːn;សា​ស្រ្តា​ចា​រ្យ
นายก;naː jók;ប្រធានាធិបតី​, មេ​ដឹក​នាំ​, អភិបាល​ក្រុង
ซาบซึ้ง;sâːp sɯ́ŋ;ពេញចិត្ត​ក្នុង​ការ​ស្តាប់​, មាន​សេចក្ដី​អំណរ
ตีความ;tiː kʰwaːm;បកស្រាយ​, ដោះ​ស្រាយ​, ការ​បង្ក្រាប
ริน;rin;ចាក់
ลัก;lák;ការ​លួច
สูญ;sǔːn;ការ​បាត់​បង់
นี่เอง;nîː ʔeːŋ;គ្រាន់​តែ​នេះ
บำรุง;bam ruŋ;រក្សា​, យកចិត្តទុកដាក់
ก้าน;kâːn;ទប់ស្កាត់​, តាមដាន​យកការណ៍
รับจ้าง;ráp tɕâːŋ;ធ្វើការ​សម្រាប់​ជួល​, ឯករាជ្យ​ការងារ​ធ្វើ
ส้ม;sôm;ក្រូច
ปัน;pan;ចែក​, បម្រុង​ទុក
ประหาร;pràʔ hǎːn;ប្រតិបត្តិ
คาดหวัง;kʰâːt wǎŋ;រំពឹង​ថា​នឹង​មាន​, សង្ឃឹម​ថា
วน;won;សាយភាយ​, revolve
พลาสติก;pʰlâːt tìk;ប្លា​ស្ទិ​ច
มื้อ;mɯ́ː;អាហារ
นักท่องเที่ยว;nák tʰɔ̂ːŋ tʰîːaw;ការ​ធ្វើ​ដំណើរ​, ភ្ញៀវ​ទេសចរ
กล่าวหา;klàːw hǎː;សាក​, ចោទ​ប្រកាន់
พนม;pʰá nom;លើ​ភ្នំ​, គំនាប់
ปฏิบัติงาน;pà tìʔ bàt ŋaːn;ធ្វើការ
จำคุก;tɕam kʰúk;ដាក់​​​គុក​, ជាប់​ពន្ធនាគារ
ยุติ;jút tìʔ;បញ្ចប់​! បាន​បញ្ចប់​! ឈប់
คณะรัฐมนตรี;kʰá náʔ rát tʰà mon triː;គណៈ​រដ្ឋ​ម​ន្រ្តី
ที่พึ่ง;tʰîː pʰɯ̂ŋ;អ្នក​គាំទ្រ​, ការ​ការពារ
กวี;kà wiː;កំណាព្យ
กติกา;kà tìʔ kaː;គ្រប់គ្រង​, បទ​ប្ប​ញ្ញ​ត្តិ​, ការ​បញ្ជាទិញ
เป็นอย่างยิ่ง;pen jàːŋ jîŋ;ខ្លាំង​ណាស់​! ច្រើន
บำบัด;bam bàt;ព្យាបាល​, ព្យាបាល​របួស សំណង
ทักษะ;tʰák sàʔ;ការ​ជំនាញ​, អ្នក​មាន​ទេពកោសល្យ​, សមត្ថភាព​ក្នុង​ការ
ฉลอง;tɕʰà lɔ̌ːŋ;អបអរ​, សូម​អបអរ​សាទរ
เผชิญหน้า;pʰà tɕʰɤːn nâː;ប្រឈម​មុខ​នឹង​ការ​, ជួប
ส่อง;sɔ̀ːŋ;រក​មើល​តាម​រយៈ, ចែងចាំង
กรอง;krɔːŋ;ត្រង​, សំពាធ​, ខ្ចោ
จักรวาล;tɕàk kràʔ waːn;សាកលលោក​! សាកលលោក
แป้ง;pɛ̂ːŋ;ម្សៅ​, ម្សៅ
แลก;lɛ̂ːk;ការ​ផ្លាស់​ប្តូ​រ​! ការ​ផ្លាស់​ប្តូ​រ
ทายาท;tʰaː jâːt;ទាយាទ​, ទាយាទ​ស្រី
อ้วน;ʔûːan;ជាតិ​ខ្លាញ់
จำต้อง;tɕam tɔ̂ŋ;ត្រូវតែ​, ត្រូវ​ការ​, ត្រូវតែ
สมดุล;sà má dun;តុល្យភាព​រវាង​, លំនឹង
ดิ่ง;dìŋ;ការ​ធ្លាក់​ចុះ​, ុះ
ขาน;kʰǎːn;ហៅ​ចេញ
ชัยชนะ;tɕʰaj tɕʰá náʔ;ការ​ទទួល​ជ័យ​ជម្នះ​, ជ័យជំនះ​, ការ​ទទួល​ជ័យ​ជម្នះ
ราบ;râːp;ផ្ទះល្វែង​, កម្រិត
แดด;dɛ̀ːt;ព​ន្ល​ឺ​ថ្ង​, ពន្លឺព្រះអាទិត្យ
ทุกสิ่งทุกอย่าง;tʰúk sìŋ tʰúk jàːŋ;អ្វី​គ្រប់​យ៉ាង
ดึงดูด;dɯŋ dùːt;ទាក់ទាញ​ការ​, ប​ណ្តឹ​ង​ឧទ្ធរណ៍
ทวี;tʰá wiː;បាន​កើន​ចំនួន​ច្រើន​, បង្កើន​, បន្ថែម
พระพุทธเจ้า;pʰráʔ pʰút tʰáʔ tɕâw;ព្រះពុទ្ធ
จัดหา;tɕàt hǎː;ផ្គត់ផ្គង់ ផ្តល់​ការ​, ទិញ
ชี้แจง;tɕʰíː tɕɛːŋ;បាន​ពន្យល់​បញ្ជាក់
สมรส;sǒm rót;រៀបការ​ជាមួយ
ร้องเพลง;rɔ́ːŋ pʰleːŋ;ច្រៀង
สื่อมวลชน;sɯ̀ː muːan tɕʰon;ប្រព័ន្ធ​ផ្សព្វផ្សាយ
ขัดแย้ง;kʰàt jɛ́ːŋ;ប្រឆាំង​នឹង​ការ​, ទប់ទល់​នឹង
คุก;kʰúk;ដាក់​​គុក គុក គោល​ដៅ
ขยับ;kʰà jàp;ការ​ផ្លាស់​ប្តូ​រ
ป่าไม้;pàː máːj;foest​, ព្រៃ
เห็นชอบ;hěn tɕʰɔ̂ːp;យល់​ព្រម, យល់ព្រម
แต่งกาย;tɛ̀ŋ kaːj;ស​ម្លៀ​ក​បំពាក់
สหกรณ์;sà hà kɔːn;កិច្ច​សហប្រតិបត្តិការ
ออ;ʔɔː;ភ្នំពេញ​ក្រោ​ន​, ប្រមូល​, ប្រមូល​ផ្តុំ​នៅ​ជុំវិញ
บรรพบุรุษ;ban pʰá bùʔ rùt;បុព្វបុរស *
ร้านค้า;ráːn kʰáː;ឃ្លំ ហាង
นักธุรกิจ;nák tʰúʔ rá kìt;ពាណិជ្ជករ
ซื้อขาย;sɯ́ː kʰǎːj;ការ​ធ្វើ​ពាណិជ្ជកម្ម
พระพุทธศาสนา;pʰráʔ pʰút tʰáʔ sàːt sà nǎː;ព្រះពុទ្ធសាសនា
คอม;kʰɔːm;កុំ​ព្យូ​ទ័​រ
อนุมัติ;ʔà núʔ mát;អនុម័ត​, យល់​ព្រម​, អនុញ្ញាត​ឱ្យ
แขวน;kʰwɛ̌ːn;ផ្អាក​, ព្យួរ
บทความ;bòt kʰwaːm;អត្ថបទ​អត្ថបទ​អត្ថបទ​,
พึ่งพา;pʰɯ̂ŋ pʰaː;ពឹង​ផ្អែក​លើ​ការ, អាស្រ័យ​លើ
โบสถ์;bòːt;ព្រះ​វិហារ
ชีพ;tɕʰîːp;ការ​រស់​នៅ​! អត្ថិភាព
ย่อ;jɔ̂ː;ការ​ធ្លាក់​ចុះ​, ខ្លី
กุศล;kùʔ sǒn;កុសល​, ល្អ​, សំណាង
หุ้น;hûn;ភាគ​ហ៊ុន
สันติ;sǎn tìʔ;សន្តិភាព​, ស្ងប់ស្ងាត់
อนุบาล;ʔà núʔ baːn;ថែរក្សា, នៅ​ខាង​ក្រោយ
ปลุก;plùk;Rouse​, ភ្ញាក់​ឡើង
อวัยวะ;ʔà waj já wáʔ;សរីរាង្គ​ជើង​,
สั่น;sàn;អ្រ​ងួ​ន
ลาก;lâːk;អូស
สะดุด;sàʔ dùt;ជំពប់​ដួល​! ឈប់
ตอบสนอง;tɔ̀ːp sà nɔ̌ːŋ;ឆ្លើយ​តប​, មាន​ប្រតិកម្ម​, ឆ្លើយតប
ซับซ้อน;sáp sɔ́ːn;ស្មុ​គ្រ​ស្មាញ
เมื่อใด;mɯ̂ːa daj;នៅពេល​, ពេល​ណា
อาบน้ำ;ʔàːp náːm;ការ​មុជទឹក​ផ្កាឈូក​,
ประชาสัมพันธ์;pràʔ tɕʰaː sǎm pʰan;ឃោសនា​, ផ្សព្វ​ផ្សាយ
รายจ่าย;raːj tɕàːj;ការ​ចំណាយ​ការ​ចំណាយ​,
ตุ๊กตา;túk kà taː;តុក្កតា
ด่า;dàː;ការ​រំលោភបំពាន ស្បថ​, ប​ណ្តា​សា
วิถีชีวิต;wíʔ tʰǐː tɕʰiː wít;វិធី​នៃ​ជីវិត
พื้นเมือง;pʰɯ́ːn mɯːaŋ;ដើម​កំណើត​, ក្នុង​តំបន់
บทเรียน;bòt riːan;មេរៀន
ปีก;pìːk;ស្លាប​, ផ្នែក​ម្ខាង
คบ;kʰóp;កាល​បរិច្ឆេទ ទៅ​ក្រៅ​ជាមួយ,
จราจร;tɕà raː tɕɔːn;ការ​ចរាចរ
ด่วน;dùːan;ស​ម្តែ​ង​, បន្ទាន់
นายจ้าง;naːj tɕâːŋ;ថៅកែ​, និយោជក
ข้อสังเกต;kʰɔ̂ː sǎŋ kèːt;មើល​ឃើញនឹងភ្នែក​បាន​ឡើយ បាន​កត់​សម្គាល់​ឃើញ​, ការ​កត់សម្គាល់
พูดจา;pʰûːt tɕaː;ប្រគល់​, ការ​និយាយ
บัณฑิต;ban dìt;បញ្ចប់​ការ​សិក្សា
แกะ;kɛ̀ʔ;ចៀម ចារឹក​, ប្រមាញ់
ฟู;fuː;ក្រោក​ឡើង ហើម
ออกเสียง;ʔɔ̀ːk sǐːaŋ;បោះឆ្នោត ប្រកាស
เพลิดเพลิน;pʰlɤ̂ːt pʰlɤːn;រីករាយ​ជាមួយ
บาร์;baː;របារ
ผัว;pʰǔːa;ប្តី​របស់​នាង
คนตาย;kʰon taːj;មនុស្ស​ស្លាប់​បាន
ซี่;sîː;ចាត់​ថ្នាក់ (ធ្មេញ​)​, ភាគល្អិត​, ឆ្អឹងជំនីរ​របារ
กระดูก;kràʔ dùːk;ឆ្អឹង
เปรียบ;prìːap;ប្រៀប​ធៀប
หลุม;lǔm;រ​ណ្តៅ​, រន្ធ
เห;hěː;បើក​ការ​, កៀរ​, veer
ชายแดน;tɕʰaːj dɛːn;ព្រំ​ដែន​, ព្រំដែន
คอมมิวนิสต์;kʰɔːm miw nít;ម្មុ​យ​និ​ស្ត
พรรคการเมือง;pʰák kaːn mɯːaŋ;គណបក្ស​នយោបាយ
เข้มข้น;kʰêm kʰôn;រសជាតិ​ពេញ​, សម្បូរ​, ខ្លាំង
ทวีป;tʰá wîːp;ទ្វីប
ชั้นใน;tɕʰán naj;ផ្នែក​ខាងក្នុង​, ខោ
เลียนแบบ;liːan bɛ̀ːp;យក​តម្រាប់
สง่า;sà ŋàː;មហា​អស្ចារ្យ​, ថ្លៃថ្នូរ
ดีแล้ว;diː lɛ́ːw;ល្អ
ประเทศชาติ;pràʔ tʰêːt tɕʰâːt;ប្រទេស​ជាតិ​, ប្រទេស
ผู้ช่วย;pʰûː tɕʰûaj;ជំនួយ
เศรษฐศาสตร์;sèːt tʰà sàːt;សេដ្ឋកិច្ច
เมืองหลวง;mɯːaŋ lǔːaŋ;មូលធន
วุฒิ;wút;វគ្គ​ជម្រុះ
วาระ;waː ráʔ;ពេល​វេលា​, ឱកាស​, រយៈពេល
เซ็น;sen;ជា​សញ្ញា
โจมตี;tɕoːm tiː;ការ​វាយ​ប្រហារ​, ការ​ធ្វើ​កូដ​កម្ម​, ការ​វាយ​ប្រហារ
หอ;hɔ̌ː;ការ​កសាង​, ប្រាង្គ​ប៉ម​, សាល
คลาย;kʰlaːj;releive​, កាត់​បន្ថយ
มังกร;maŋ kɔːn;នាគ
ถ่ายรูป;tʰàːj rûːp;រូបថត​, ថតរូប
ปกปิด;pòk pìt;លាក់​បាំង​, លាក់
ก๊าซ;káːs;ឧស្ម័ន
เป้า;pâw;កំណត់​គោល​ដៅ​, crotch
สมุด;sà mùt;សៀវភៅ​, កុំព្យូទ័រ​យួរ​ដៃ
ศาลา;sǎː laː;ពន្លា​, សាល
รัด;rát;ចង​, ដាក់​​​រនុក
ด้านหน้า;dâːn nâː;ចំពោះ​មុខ​នេះ​, ឥត​អៀន​ខ្មា​ស់
ผสมผสาน;pʰà sǒm pʰà sǎːn;ការ​រួម​បញ្ចូល​គ្នា​, ការ​លាយ​បញ្ចូល​គ្នា
ดิ้นรน;dîn ron;តស៊ូ​, ប្រយុទ្ធ
พบปะ;pʰóp pàʔ;ជួប​! ជួប​ប្រទះ​, មើល​ឃើញ
รสชาติ;rót tɕʰâːt;រសជាតិ
มี่;mîː;noisty​, ឥត​លាក់លៀម
ขอบเขต;kʰɔ̀ːp kʰèːt;ព្រំ​ដែន​, ដែន​កំណត់
แกน;kɛːn;អ័ក្ស​, រត់
ยินยอม;jin jɔːm;យល់​ព្រម​, ការ​យល់ព្រម
มวล;muːan;ម៉ាស់​, ជា​ក្រុម
ผ่าตัด;pʰàː tàt;ប្រតិ​ប​ត្តិ​ការ​, មាន​ការ​វះ​កាត់
ศักดิ์ศรี;sàk sǐː;កិ​ត្ដិ​យ​, សិរីរុងរឿង​របស់​ព្រះអង្គ
ฮา;haː;សើច ធ្លាក់​ទឹក
อุณหภูมิ;ʔun hà pʰuːm;សី​តុ​ណ្ហា​ភាព
แบน;bɛːn;ផ្ទះល្វែង​, កម្រិត
ตัวเรา;tuːa raw;ខ្លួន​យើង​ផ្ទាល់​, ខ្លួនឯង
สั่งสอน;sàŋ sɔ̌ːn;បង្រៀន​, ណែនាំ
น้ำท่วม;náːm tʰûːam;ទឹក​ជំនន់
รั่ว;rûːa;លេច​ធ្លាយ​​​, ធ្លាយ​​​ចេញ
จดทะเบียน;tɕòt tʰáʔ biːan;ចុះ​ឈ្មោះ​, ចុះ​ឈ្មោះ
ดุ;dùʔ;សាហាវ​! រាក់ទាក់
สังกัด;sǎŋ kàt;កម្ម​សិទ្ធ​របស់, នៅ​ក្នុង​ការ​បម្រើ​របស់
รัศมี;rát sà mǐː;កាំ​, រស្មី​នៃ​ពន្លឺ
พี่ชาย;pʰîː tɕʰaːj;បងប្រុស
เกลียด;klìːat;ស្អប់
ซับ;sáp;ស្រូប​យក
ผู้อำนวยการ;pʰûː ʔam nuaj kaːn;នាយក​, ប្រធាន​, ក្បាល
กฏ;kòt;ក្បួន
บุรุษ;bùʔ rùt;បុរស​ម្នាក់​, មនុស្ស​ម្នាក់
พรรณ;pʰan;ប្រភេទ​ណា​, ប្រភេទ​, ស្បេ
จอง;tɕɔːŋ;សៀវភៅ​, ទុន​បម្រុង
ตามใจ;taːm tɕaj;និង​តាម​បណ្តោយ​, ធ្វើ​ការ​ជា​មួយ​មាន​អារម្មណ៍​ថា​ដូច​ជា​ការ
สำรอง;sǎm rɔːŋ;ទុន​បម្រុង
ขาดแคลน;kʰàːt kʰlɛːn;កង្វះ​នៃ​ការ​, ខ្លី​នៃ​, ខ្វះ
ใคร่;kʰrâj;បំណង​ប្រាថ្នា​របស់​, ចង់​, ចង់​បាន
รังเกียจ;raŋ kìːat;ខ្ពើមរអើម
คอร์ด;kʰɔ̂ːd;អង្កត់ធ្នូ
ขบวนการ;kʰà buːan kaːn;ការ​ធ្វើ​ចលនា​, អង្គការ ដំណើរ​ការ
อาญา;ʔaː jaː;ការ​ពិន័យ
แบก;bɛ̀ːk;សូម​ថ្លែង​, ស្មា
บริจาค;bɔ̀ʔ ríʔ tɕàːk;បរិ​ច្ចា​ក
เชื่อถือ;tɕʰɯ̂ːa tʰɯ̌ː;ការ​ជឿ​ទុកចិត្ត​, មាន​ជំនឿ​លើ
ปรุง;pruŋ;ចុងភៅ​, លាយ
ตรัส;tràt;និយាយ​! និយាយ ការពិភាក្សា
เปลือก;plɯ̀ːak;សែល​, មាន​ករណី​, សំបក
เลี่ยง;lîːaŋ;ជៀស​វាង​, គេច
จำลอง;tɕam lɔːŋ;យក​តម្រាប់​តាម​, reproduce
สิงห์;sǐŋ;សត្វ​តោ
ผัน;pʰǎn;ការ​ផ្លាស់​ប្តូ​រ​! modulate​, ការ​ផ្លាស់​ប្តូ​រ
ทั้งปวง;tʰáŋ puːaŋ;ទាំងមូល​, ទាំងមូល​, ទាំង​អស់
ประหลาด;pràʔ làːt;ចម្លែក​! មិន​ធម្មតា
บารมี;baː rá miː;កិត្យានុភាព​, ឥទ្ធិពល
พรหม;pʰrom;ព្រហ្ម
มหาดไทย;má hàːt tʰaj;ក្រសួង​មហាផ្ទៃ
น่ากลัว;nâː kluːa;គួរ​ឱ្យ​ខ្លាច​! គួរ​ឱ្យ​ភ័យខ្លាច
คุณธรรม;kʰun ná tʰam;សីល​, កុសល​, ល្អ
ซึม;sɯm;លេច​ធ្លាយ​​​, រាល​, ត្រាំ​ចូល​ទៅ​ក្នុង
ลาด;lâːt;លំអៀង​, ត្រួស​ត្រា​យ​, គ្រប​ដ​ណ្ត​ប់
ถึงแม้ว่า;tʰɯ̌ŋ mɛ́ː wâː;ទោះ​បី​ជា, ទោះ​បី​ជា​មាន
ปราบปราม;pràːp praːm;ការ​គាប​សង្កត់​, បង្ក្រាប
ดัดแปลง;dàt plɛːŋ;សម្រប​ខ្លួន​, កែប្រែ
ลีลา;liː laː;រចនា​ប័​ទ្ម
เคลื่อนที่;kʰlɯ̂ːan tʰîː;ផ្លាស់ទី​, ការ​ផ្លាស់​ប្តូ​រ​! ការផ្ទេរ​ប្រាក់
มึง;mɯŋ;អ្នក (ក្រៅផ្លូវការ​)
กระชับ;kràʔ tɕʰáp;សម​នឹង​ការ​យ៉ាង​ជិត​ស្និត​, រឹត​បន្តឹង
ชาม;tɕʰaːm;ចាន
วรรณคดี;wan ná kʰá diː;អក្សរ​សា​ស្រ្ត
ราง;raːŋ;ផ្លូវ​រថភ្លើង​, បទ​, មិន​ច្បាស់​លាស់ amulet
ข่าย;kʰàːj;ប​ណ្តា​ញ​, ចំណេញ​សុទ្ធ​, វិសាលភាព
แทง;tʰɛːŋ;ចាក់​, ចំណាំ
สถาปัตยกรรม;sà tʰǎː pàt tà já kam;ស្ថាបត្យកម្ម​, រចនា​ស​ម្ព័​ន
ราชอาณาจักร;râːt tɕʰá ʔaː naː tɕàk;នគរ​របស់​ចក្រភព​,
เกษตรกรรม;kàʔ sèːt tràʔ kam;វិស័យ​កសិកម្ម
ศร;sɔ̌ːn;arrow
เงินทอง;ŋɤn tʰɔːŋ;ប្រាក់​, ទ្រព្យ​ស​ម្ប​ត្ដិ
ฉีด;tɕʰìːt;បាញ់​, ចាក់
การคลัง;kaːn kʰlaŋ;ហិរញ្ញវត្ថុ ហិរញ្ញវត្ថុ​សាធារណៈ
กอด;kɔ̀ːt;ខារ៉ាអូខេ
สามัคคี;sǎː mák kʰiː;រួបរួម​, សមស្រប
ฉุกเฉิน;tɕʰùk tɕʰɤ̌ːn;សង្គ្រោះ​បន្ទាន់​, មាន​វិបត្តិ
หอย;hɔ̌ːj;ខ្យង
สวด;sùːat;សូត្រ​, អធិស្ឋាន
สำเร็จรูป;sǎm rèt rûːp;ត្រៀម​ខ្លួន​ជា​ស្រេច​ដែល​ផលិត​ដោយ
พัง;pʰaŋ;ការ​ដួល​រលំ
วิกฤต;wíʔ krìt;សារៈ​សំខាន់​, មាន​គ្រោះ​ថ្នាក់​, ការ​ធ្ងន់​ធ្ង​រ
โป;poː;ការ​លេង​ល្បែង​នៅ​ប្រទេស​ចិន
เบิก;bɤ̀ːk;បើក​, បង្ហាញ​, បកអាក្រាត
แสงสว่าง;sɛ̌ːŋ sà wàːŋ;ពន្លឺ​ភ្លឺ​, ពន្លឺ​ខ្លាំង
ธรรมเนียม;tʰam niːam;ប្រពៃណី​, ផ្ទាល់​ខ្លួន​, លក្ខណៈ
กว้างใหญ่;kwâːŋ jàj;យ៉ាង​ច្រើន
ประถม;pràʔ tʰǒm;ជា​ចម្បង​, បឋមសិក្សា
ยุ่ง;jûŋ;ស្មុគស្មាញ​, រវល់
สภาพแวดล้อม;sà pʰâːp wɛ̂ːt lɔ́ːm;បរិស្ថាន ជុំវិញ
งง;ŋoŋ;ការ​យល់​ច្រឡំ
แท่ง;tʰɛ̂ːŋ;រារាំង​, ចាត់​ថ្នាក់ (បារ​)
บาดเจ็บ;bàːt tɕèp;រង​របួស​ក្នុង​នោះ​រង​របួស​ប៉ះ​ពាល់​ដល់
สุก;sùk;ទុំ​, ចម្អិន
โศก;sòːk;melancholic​, ការ​សោក​ស្តា​យ
อธิบดี;ʔà tʰíp bɔː diː;អគ្គនាយក​, នាយក​ក្រុម
แปลกใจ;plɛ̀ːk tɕaj;មាន​ការ​ភ្ញាក់​ផ្អើល
คนรัก;kʰon rák;គូ​ស្នេហ៍​, ស្រ​ឡាញ់
โชค;tɕʰôːk;សំណាង
สกุล;sà kun;ត្រកូល​, គ្រួសារ បុព្វបុរស *
กิริยา;kìʔ ríʔ jaː;កិរិយា​, ឥរិយា​បទ
ตอบรับ;tɔ̀ːp ráp;ទទួល​យក​, ទទួល​ស្គាល់
บาป;bàːp;អំពើ​បាប
กลอง;klɔːŋ;ស្គរ
แข็งแกร่ง;kʰɛ̌ŋ krɛ̀ŋ;ខ្លាំង ខ្លាំងពូកែ
ครรภ์;kʰan;ស្បូន
พระสงฆ์;pʰráʔ sǒŋ;ព្រះសង្ឃ
เชี่ยวชาญ;tɕʰîːaw tɕʰaːn;មាន​ជំនាញ
โทร;tʰoː;ហៅ
ก้ม;kôm;ពត់​ខ្លួន​ឬ​ក្បាល
ประมวล;pràʔ muːan;របៀបរៀបរយ​, ចងក្រង​, លេខ​កូដ
เจ้าชาย;tɕâw tɕʰaːj;ព្រះអង្គម្ចាស់
คูณ;kʰuːn;បាន​កើន​ចំនួន​ច្រើន
กอ;kɔː;ដ​ង្គ​ម​, ព្រៃ
เป็นไร;pen raj;បញ្ហា​, មាន​បញ្ហា
สอบสวน;sɔ̀ːp sǔːan;ការ​ស៊ើប​អង្កេត
ฝึกอบรม;fɯ̀k ʔòp rom;រថភ្លើង
เอาใจ;ʔaw tɕaj;ការ​ព្យាយាម​ដើម្បី​ផ្គាប់​ចិត្ត​, មាន​ឥរិយា​បទ
เสาร์;sǎw;ថ្ងៃ​សៅរ៍
ประท้วง;pràʔ tʰúːaŋ;ធ្វើ​ការ​តវ៉ា​, វត្ថុ
สร้อย;sɔ̂ːj;ខ្សែក
ราชวงศ์;râːt tɕʰá woŋ;រាជវង្ស​, រាជវង្ស​, គ្រួសារ​រាជវង្ស
ชะ;tɕʰáʔ;ច្រោះ​, លាង​សំអាត
โลหะ;loː hàʔ;លោហៈ
เป่า;pàw;ការ​វាយ​ប្រហារ
ปะ;pàʔ;បំណះ​, ជួប​! ឆ្ល​ង់​កាត់
ทางเดิน;tʰaːŋ dɤːn;footwalk​, ចិញ្ចើម​ផ្លូវ
ต่อรอง;tɔ̀ː rɔːŋ;ការចរចា
น้ำเสียง;nám sǐːaŋ;ទំហំ​សំឡេង
ม้วน;múːan;វិល​ជុំ
อ่าว;ʔàːw;ច្រក​ដាក់
เทา;tʰaw;ប្រផេះ
โดดเด่น;dòːt dèn;ឆ្នើម
ชื่น;tɕʰɯ̂ːn;ជា​សប្បាយ​ចិត្ត​! សេចក្តី​សោមនស្ស​រីករាយ
ปะทะ;pàʔ tʰáʔ;ការ​ធ្លាក់​, ច​ល់
หมวด;mùːat;ប្រភេទ
เปี่ยม;pìːam;ពេញ​ហូរ​ហៀរ​បាន​, កម្រិត​ជាមួយ
ท้องฟ้า;tʰɔ́ːŋ fáː;មេឃ
บันดาล;ban daːn;ជ​ម្រុ​ញ​, លើក​ទឹក​ចិត្ត
พอเพียง;pʰɔː pʰiːaŋ;គ្រប់គ្រាន់​, ឱ្យ​បាន​គ្រប់គ្រាន់
กลับกลาย;klàp klaːj;ក្លាយ​​​ទៅ​ជា
ตำ;tam;ផោន​, តិច​, ចាក់
ข้าวของ;kʰâːw kʰɔ̌ːŋ;ទ្រព្យ​ស​ម្ប​ត្ដិ​, រឿង
พินิจ;pʰíʔ nít;ពិនិត្យ​មើល​, ពិចារណា​អំពី​ការ
ค้นคว้า;kʰón kʰwáː;ស្រាវ​ជ្រាវ​, ជីក​ចូល​ទៅ​ក្នុង
องศา;ʔoŋ sǎː;សញ្ញាបត្រ​បរិញ្ញាបត្រ
นวด;nûːat;ម៉ាស្សា
ปลัด;pà làt;អនុប្រធាន
คว้า;kʰwáː;ឆក់​យក​, ចាប់​យក​, ចាប់
หิว;hǐw;អត់​ឃ្លាន
แล้ง;lɛ́ːŋ;គ្រោះ​រាំងស្ងួត
รังสี;raŋ sǐː;កាំរស្មី​, ចំហាយ​វិទ្យុសកម្ម
อุดม;ʔùʔ dom;ច្រើន​ក្រៃលែង
ค่าจ้าง;kʰâː tɕâːŋ;ប្រាក់​ឈ្នួល
ของเก่า;kʰɔ̌ːŋ kàw;វត្ថុ​បុរាណ
โบ;boː;ខ្សែ​បូ
กลืน;klɯːn;លេបទឹកមាត់​, ការ​លាយ​បញ្ចូល​គ្នា
หวน;hǔːan;ត្រលប់​ក្រោយ, ការ​វិល​ត្រឡប់
สติปัญญา;sà tìʔ pan jaː;ការ​ស៊ើបការណ៍​សម្ងាត់
แมลง;má lɛːŋ;សត្វ​ល្អិត
ห้วง;hûːaŋ;រយៈពេល​, ផ្នែក
ทีนี้;tʰiː níː;ឥឡូវនេះ​, នៅ​ពេល​បច្ចុប្បន្ន
ปุ๋ย;pǔj;ជី
แหง;ŋɛ̌ː;ច្បាស់​លាស់​, ដោយ​ប្រាកដ
สีหน้า;sǐː nâː;មតិ មើល​ទៅ​មុខ
ขัน;kʰǎn;រឹត​បន្តឹង​, ម៉ា​ឡេ​ត
จงใจ;tɕoŋ tɕaj;បំណង​, ផែនការ
มัว;muːa;ជក់​, ប្រមូល​ផ្តុំ
พิพากษา;pʰíʔ pʰâːk sǎː;ចៅ​ក្រម​, ការ​ផ្ត​ន្ទា​ទោស​, ការ​សម្រេច​ចិត្ត
แรม;rɛːm;ស្នាក់​នៅ​ពេល​យប់​! ស្នាក់​នៅ​ពេល​យប់
